ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
5.69E+102,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit4,Cat10,SubCat9,UnitBase216,Gender2,Group2,Colour7,20160428,13.00,18,6,302,1
5687A420,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour3,20160418,13.00,15,6,271,1
5687AE30,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour1,20160510,13.00,16,40,434,1
5687B335,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour15,20160510,13.00,30,28,240,0
5687C856,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit4,Cat10,SubCat9,UnitBase216,Gender2,Group2,Colour7,20160407,13.00,4,3,199,0
56881129,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase270,Gender1,Group2,Colour2,20160302,8.00,3,59,204,0
5688D424,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase113,Gender2,Group2,Colour11,20160325,5.00,0,21,47,0
5688E339,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase57,Gender1,Group2,Colour2,20160324,6.50,0,16,276,0
5688E743,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase383,Gender2,Group2,Colour11,20160324,6.50,0,69,176,0
568A4997,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase113,Gender2,Group10,Colour2,20160322,3.00,0,128,40,0
568A4E02,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase316,Gender1,Group2,Colour8,20160329,2.00,2,17,147,0
5691B800,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group10,Colour2,20160316,4.00,3,42,160,0
5691BC04,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group10,Colour11,20160314,4.00,1,41,77,0
56A37743,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase58,Gender1,Group2,Colour2,20160222,10.00,1,119,162,0
56A39775,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase301,Gender2,Group2,Colour2,20160304,10.00,0,45,444,1
56A42B23,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group10,Colour3,0,1.00,0,0,0,1
56A42E26,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group10,Colour5,0,1.00,0,0,0,1
56A43B39,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group10,Colour2,0,1.00,0,0,0,1
56A45D73,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group10,Colour8,0,1.00,0,0,0,1
56A46985,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group10,Colour10,0,1.00,0,0,0,1
56A47193,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group10,Colour2,0,1.00,0,0,0,1
56A48109,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group10,Colour3,0,1.00,0,0,0,1
56A53D97,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase113,Gender2,Group2,Colour7,20160407,5.00,4,5,246,0
56A54101,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase113,Gender2,Group2,Colour2,20160405,5.00,2,22,199,0
56A54505,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase113,Gender2,Group2,Colour2,20160510,5.00,10,59,229,0
56A54909,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase74,Gender1,Group2,Colour2,20160509,5.00,9,35,243,0
56A54D13,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour2,20160530,13.00,3,119,323,0
56A55420,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour9,20160531,13.00,4,96,214,0
56A55B27,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour9,20160531,13.00,12,55,433,1
56A56638,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour7,20160530,13.00,3,15,93,0
56A56F47,SeasonA_Y3,Product38,Cycle2,Country2,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour11,20160531,13.00,4,36,294,0
56A9F101,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group8,Colour3,20160506,8.00,12,13,320,0
56AE5828,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender1,Group2,Colour1,20160603,6.50,1,59,109,0
56AE5D33,SeasonA_Y3,Product19,Cycle2,Country5,Biz_unit3,Cat8,SubCat15,UnitBase35,Gender2,Group2,Colour13,20160603,8.00,1,38,30,0
56AE6137,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit4,Cat15,SubCat40,UnitBase142,Gender2,Group2,Colour2,20160604,9.00,2,56,57,0
56AE9D97,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group2,Colour2,20160405,9.00,0,26,140,0
56AEAF15,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase165,Gender2,Group2,Colour2,20160407,9.00,0,32,90,0
56AEBD29,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase161,Gender1,Group2,Colour8,20160411,8.00,1,94,202,0
56AF4464,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat57,UnitBase264,Gender1,Group8,Colour2,20160330,5.00,3,49,57,0
56AF4767,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat57,UnitBase264,Gender3,Group8,Colour2,20160429,5.00,33,29,146,0
56C9FD05,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase348,Gender2,Group2,Colour2,20160308,6.50,2,275,124,0
56CBEB99,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat6,UnitBase89,Gender1,Group8,Colour2,20160707,5.00,1,68,0,0
56CBEE02,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase232,Gender2,Group8,Colour2,20160530,4.00,3,121,301,0
56CBFB15,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender1,Group9,Colour8,20160628,4.00,0,0,1,0
56CC0323,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour3,0,4.00,0,0,0,1
56CC0828,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase187,Gender1,Group9,Colour8,0,4.00,0,0,0,1
56CC1137,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase187,Gender1,Group9,Colour3,0,4.00,0,0,0,1
56CC2A62,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group8,Colour1,20160524,3.00,4,115,240,0
56CC5101,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour1,20160509,2.00,1,63,258,0
56CCBA06,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat36,UnitBase470,Gender2,Group9,Colour13,0,1.25,0,0,0,1
56CCBD09,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat36,UnitBase470,Gender2,Group9,Colour13,0,1.25,0,0,0,1
56CCC113,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat36,UnitBase470,Gender2,Group9,Colour13,0,1.25,0,0,0,1
56CCC517,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase471,Gender1,Group9,Colour13,0,1.25,0,0,0,1
56CCC820,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase471,Gender1,Group9,Colour13,0,1.25,0,0,0,1
56CCCB23,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase471,Gender1,Group9,Colour13,0,1.25,0,0,0,1
56CD1395,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour14,20160318,8.00,5,18,189,0
56CD1597,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour14,20160315,8.00,2,32,353,1
56CDFE30,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase312,Gender3,Group8,Colour2,20160316,1.00,0,42,122,0
56CE0537,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase312,Gender3,Group2,Colour2,20160317,1.00,0,18,64,0
56CE0A42,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase312,Gender3,Group8,Colour8,20160317,1.50,0,134,19,0
56CFC989,SeasonA_Y3,Product36,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase122,Gender1,Group8,Colour11,20160512,5.00,4,4,386,1
56CFE113,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase90,Gender1,Group8,Colour2,20160511,5.00,3,71,262,0
56CFEA22,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase90,Gender2,Group8,Colour12,20160513,5.00,5,18,378,1
56CFF735,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour2,0,2.50,0,0,0,1
56CFFF43,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour8,0,2.50,0,0,0,1
56D00E58,SeasonA_Y3,Product90,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase213,Gender2,Group9,Colour3,0,2.50,0,0,0,1
56D01565,SeasonA_Y3,Product15,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase213,Gender2,Group9,Colour2,0,2.50,0,0,0,1
56D01A70,SeasonA_Y3,Product15,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender1,Group9,Colour8,0,2.50,0,0,0,1
56D01F75,SeasonA_Y3,Product15,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour2,0,2.50,0,0,0,1
56D02F91,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour1,0,3.00,0,0,0,1
56D03496,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender1,Group9,Colour8,0,3.00,0,0,0,1
56D03901,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase212,Gender2,Group9,Colour3,0,3.00,0,0,0,1
56D04008,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase187,Gender1,Group9,Colour3,0,4.00,0,0,0,1
56D04412,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase187,Gender1,Group9,Colour1,0,4.00,0,0,0,1
56D05024,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase187,Gender1,Group9,Colour8,0,4.00,0,0,0,1
56D0A206,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase385,Gender1,Group8,Colour2,20160316,1.00,0,107,5,0
56D0A509,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase385,Gender1,Group8,Colour5,20160316,1.00,0,58,43,0
56D0A711,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase385,Gender3,Group8,Colour8,20160316,1.00,0,56,27,0
56D0AB15,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase385,Gender1,Group8,Colour2,20160316,1.00,0,56,51,0
56D0B626,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase386,Gender3,Group8,Colour2,20160317,1.50,0,105,101,0
56D0B929,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase386,Gender3,Group8,Colour8,20160317,1.50,0,109,15,0
56D0BB31,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase386,Gender3,Group8,Colour8,20160316,1.50,0,106,46,0
56D0C238,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase386,Gender1,Group2,Colour13,20160317,1.50,0,71,61,0
56D0CB47,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase315,Gender3,Group8,Colour3,20160316,1.50,0,28,117,0
56D0CD49,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase315,Gender3,Group8,Colour8,20160316,1.50,0,101,20,0
56D0DA62,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase313,Gender3,Group2,Colour9,20160317,2.50,0,52,166,0
56D0E573,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase313,Gender3,Group2,Colour3,20160317,2.00,0,45,45,0
56D0EC80,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase313,Gender3,Group2,Colour2,20160317,2.00,0,53,104,0
56D0F185,SeasonA_Y3,Product75,Cycle2,Country1,Biz_unit4,Cat13,SubCat68,UnitBase313,Gender3,Group2,Colour2,20160316,1.50,0,23,133,0
56E73888,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase106,Gender1,Group8,Colour1,20160503,4.00,9,33,344,0
56E90E58,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase246,Gender2,Group2,Colour11,20160503,5.00,3,59,243,0
56E90C56,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase246,Gender2,Group2,Colour1,20160503,5.00,3,14,330,0
56EB6961,SeasonA_Y3,Product90,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour2,0,4.00,0,0,0,1
56EB6F67,SeasonA_Y3,Product87,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour1,0,4.00,0,0,0,1
56EB8084,SeasonA_Y3,Product87,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour3,0,4.00,0,0,0,1
56EB8C96,SeasonA_Y3,Product87,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour2,0,4.00,0,0,0,1
56EE8557,SeasonA_Y3,Product28,Cycle2,Country1,Biz_unit4,Cat13,SubCat69,UnitBase467,Gender3,Group8,Colour1,20160411,5.00,1,16,101,0
56EEAE98,SeasonA_Y3,Product11,Cycle2,Country1,Biz_unit3,Cat8,SubCat15,UnitBase532,Gender2,Group10,Colour1,0,5.00,0,0,0,1
56EEB707,SeasonA_Y3,Product11,Cycle2,Country1,Biz_unit3,Cat8,SubCat16,UnitBase533,Gender1,Group10,Colour1,0,5.00,0,0,0,1
56EFC678,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase416,Gender1,Group2,Colour2,20160509,3.00,1,39,223,0
56EFCC84,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase416,Gender1,Group2,Colour4,20160510,3.00,10,17,202,0
56EFD088,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase416,Gender1,Group2,Colour10,20160510,3.00,10,14,205,0
56EFD492,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase416,Gender1,Group2,Colour2,20160523,3.00,3,26,224,0
56EFDA98,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase415,Gender2,Group2,Colour2,20160523,3.00,3,46,215,0
56EFE206,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase415,Gender2,Group2,Colour1,20160507,3.00,0,37,215,0
56EFE711,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase415,Gender2,Group2,Colour1,20160503,3.00,0,27,232,0
56EFEC16,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group2,Colour2,20160523,2.00,4,185,81,0
56EFF323,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group2,Colour10,20160511,2.00,3,52,38,0
56F00339,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase415,Gender2,Group2,Colour3,20160510,3.00,2,19,214,0
56F00C48,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group2,Colour11,20160525,2.00,6,28,297,0
56F01456,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group2,Colour2,20160510,2.00,2,74,137,0
56F01D65,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group2,Colour11,20160510,2.00,2,31,208,0
56F02472,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group2,Colour1,20160510,2.00,2,22,381,1
56F03F99,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group2,Colour10,20160502,4.00,2,29,79,0
56F04505,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group2,Colour4,20160502,4.00,2,48,45,0
56F04A10,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group2,Colour2,20160502,4.00,2,62,28,0
56F04F15,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group8,Colour2,20160331,4.00,0,56,18,0
56F05521,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group8,Colour5,20160406,4.00,3,17,164,0
56F05A26,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender3,Group8,Colour2,20160406,4.00,3,13,167,0
56F06133,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender3,Group8,Colour11,20160405,4.00,2,16,26,0
5712F080,SeasonA_Y3,Product11,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group8,Colour11,20160302,5.00,2,110,105,0
57133246,SeasonA_Y3,Product27,Cycle2,Country1,Biz_unit4,Cat13,SubCat69,UnitBase345,Gender2,Group2,Colour2,20160303,5.00,0,34,209,0
57133F59,SeasonA_Y3,Product27,Cycle2,Country1,Biz_unit4,Cat13,SubCat46,UnitBase346,Gender3,Group2,Colour8,20160303,5.00,0,55,19,0
57134161,SeasonA_Y3,Product27,Cycle2,Country1,Biz_unit4,Cat13,SubCat46,UnitBase346,Gender1,Group2,Colour2,20160303,5.00,0,17,163,0
57159F67,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group2,Colour2,20160511,8.00,0,44,130,0
572ED319,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase396,Gender2,Group2,Colour5,20160511,2.00,3,29,286,0
572EDF31,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group8,Colour1,0,10.00,0,0,0,1
572EEB43,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group8,Colour2,0,10.00,0,0,0,1
572EF957,SeasonA_Y3,Product68,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender3,Group2,Colour9,0,8.00,0,0,0,1
5733F129,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit4,Cat15,SubCat41,UnitBase203,Gender1,Group2,Colour11,0,7.50,0,0,0,1
5733FA38,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit4,Cat15,SubCat41,UnitBase203,Gender1,Group2,Colour13,0,6.50,0,0,0,1
57340852,SeasonA_Y3,Product80,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase196,Gender1,Group8,Colour13,0,3.50,0,0,0,1
57341262,SeasonA_Y3,Product80,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase196,Gender1,Group8,Colour13,0,4.50,0,0,0,1
57341C72,SeasonA_Y3,Product50,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase196,Gender1,Group8,Colour2,0,5.00,0,0,0,1
57522460,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour2,20160602,6.50,6,27,116,0
57522662,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour2,20160709,6.50,3,14,0,0
57523A82,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour2,20160708,6.50,2,15,0,0
57524088,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group2,Colour10,0,6.50,0,24,56,1
5.75E+06,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group2,Colour2,20160528,6.50,1,24,90,0
57525105,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group2,Colour2,20160615,6.50,0,20,99,0
57525D17,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender1,Group8,Colour10,20160601,6.50,5,24,71,0
57526929,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender1,Group8,Colour11,20160531,6.50,4,24,143,0
57743581,SeasonA_Y3,Product24,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group8,Colour9,20160427,4.00,3,26,369,1
5774C626,SeasonA_Y3,Product9,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase222,Gender1,Group8,Colour1,20160501,6.50,7,171,488,0
577C5662,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat6,UnitBase234,Gender1,Group2,Colour4,20160607,6.50,4,14,102,0
577C5B67,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat6,UnitBase234,Gender1,Group2,Colour2,20160610,6.50,7,10,99,0
577C6072,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat6,UnitBase234,Gender1,Group2,Colour2,20160623,6.50,6,6,81,0
57931181,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit4,Cat15,SubCat41,UnitBase203,Gender1,Group8,Colour2,0,6.50,0,0,0,1
57935347,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit4,Cat15,SubCat41,UnitBase203,Gender1,Group8,Colour2,0,6.50,0,0,0,1
579C2707,SeasonA_Y3,Product45,Cycle2,Country2,Biz_unit4,Cat15,SubCat43,UnitBase164,Gender2,Group8,Colour11,0,4.00,0,0,0,1
579C2909,SeasonA_Y3,Product45,Cycle2,Country2,Biz_unit4,Cat15,SubCat43,UnitBase164,Gender2,Group8,Colour4,0,4.00,0,0,0,1
579C3925,SeasonA_Y3,Product118,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase436,Gender1,Group8,Colour13,0,3.00,0,0,0,1
579C4537,SeasonA_Y3,Product118,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase436,Gender1,Group8,Colour13,0,3.00,0,0,0,1
5803C634,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour2,0,2.50,0,0,0,1
581A6F35,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour2,20160620,9.00,3,61,285,0
58212A58,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase301,Gender2,Group2,Colour4,20160517,5.00,2,192,336,0
58213D77,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase56,Gender1,Group2,Colour5,20160516,5.00,1,329,369,0
58251258,SeasonA_Y3,Product14,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour2,0,1.50,0,0,0,1
58A90537,SeasonA_Y3,Product32,Cycle2,Country5,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour1,20160708,4.00,1,68,0,0
58A90840,SeasonA_Y3,Product32,Cycle2,Country5,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour8,20160708,4.00,1,36,0,0
58A9FB83,SeasonA_Y3,Product6,Cycle1,Country5,Biz_unit3,Cat3,SubCat6,UnitBase79,Gender1,Group10,Colour2,20160530,3.00,3,156,248,0
56DB5545,SeasonA_Y3,Product36,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase230,Gender2,Group8,Colour2,20160509,5.00,1,160,88,0
55FF5929,SeasonA_Y3,Product4,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase55,Gender2,Group10,Colour2,20160309,6.50,0,71,114,0
